'ANREDE';'TITEL';'GESCHLECHT';'VORNAME';'NAME';'STRASSE';'PLZ';'ORT';'EMAIL';'VORWAHL';'TELEFON';'ID';'LAND'
'';'';'';'Jule';'Oehl';'Unter der Hub 100';'56288';'Spesenroth';'juleoehl@open-mail.de';'';'06762/83335168';'31603';'DE'
'Frau';'';'w';'Dorkas Jessika';'Schorsch';'Burggasse 127';'07389';'Schmorda';'dorkasjessika_71@live-mail.de';'';'03647/99922432';'38465';'DE'
'Frau';'';'w';'Klothilde Birghild';'Lübbers';'Rheingaustrasse 123';'91728';'Gnotzheim';'klothildebirghild.luebbers@ultramail.de';'';'09833/98509344';'8067';'DE'
'Frau';'';'';'Trude';'Stürmer';'Caaner Strasse 122';'2738';'Court';'trude_stuermer@quickmail.ch';'';'';'11531';'CH'
'Frau';'Dr.';'w';'Burglinde Patrizia';'Geldmacher';'Vogelsang 75';'6780';'Madrano';'burglindepatrizia-geldmacher@quickmail.ch';'';'032/1572246';'90368';'CH'
'k.A.';'';'d';'Ralf';'Mesch';'St.-Nikolaus-Strasse 95';'56858';'Belg';'';'';'06763/18659494';'172000';'DE'
'Frau';'';'w';'Helmtraut';'Perez';'Im Niederdorf 131';'55278';'Weinolsheim';'';'';'06249/30821035';'162020';'DE'
'';'';'w';'Anke-Irma';'Stegmüller';'Drosselgasse 74';'29479';'Jameln';'anke_irma_72@domain.de';'';'05864/67654964';'157229';'DE'
'Frau';'';'w';'Birte';'Nötzold';'Hochkreuzstrasse 34';'8580';'Hefenhofen';'b_noetzold@domain.ch';'';'065605033';'85802';'CH'
'';'';'w';'Siegrid';'Kleinwächter';'Steinbörnchenweg 70';'5645';'Fenkrieden';'siegrid-kleinwaechter@anymail.ch';'';'';'16928';'CH'
'Frau';'';'w';'Siegberta';'Burgess-Kohn';'Hälverstrasse 183';'2558';'Aegerten';'';'';'032/4258756';'66808';'CH'
'';'';'m';'Renold Sibrand';'Faß';'Hohl 106';'9512';'Rossrüti';'renoldsibrand.fass@inter-mail.ch';'';'';'6059';'CH'
'Herr';'';'m';'Leonhard Cedric';'Matthiessen';'Schweppermannstrasse 105';'57629';'Lochum';'leonhardcedric-1990@retromail.de';'';'02662/48218317';'68377';'DE'
'';'';'w';'Monika-Rotraut';'Scherb';'Im Born 11b';'7368';'Remptendorf';'monika-rotraut.scherb@quickmail.de';'';'089/8719710';'35593';'DE'
'';'';'w';'Kriemhilde';'Borgmann';'Marg.-Flesch-Strasse 66';'5014';'Gretzenbach';'kriemhilde.borgmann@justmail.ch';'';'046802338';'113343';'CH'
'k.A.';'';'';'Elbert';'Michael';'Stuttgarter Strasse 166';'74369';'Löchgau';'e_michael@domain.de';'';'';'50619';'DE'
'';'';'m';'Wieghart-Ronny';'Dingler';'Allerstrasse 131';'56291';'Lingerhahn';'wieghart-ronny-dingler@bestmail.de';'';'06747/85840559';'2022';'DE'
'Herr';'';'m';'Sigismund';'Triebe';'Kappelstrasse 194';'51371';'Leverkusen';'';'';'';'63415';'DE'
'Frau';'';'w';'Christiane';'Conrad-Weißflog';'Unterer Hellenweg 159';'5467';'Fisibach';'';'';'06564/45951058';'26201';'CH'
'';'';'w';'Framhild';'Hanselmann-Pollack';'Viersener Strasse 195';'1623';'Semsales';'framhild.hanselmannpollack@net-mail.ch';'';'';'162382';'CH'
'Herr';'';'m';'Timmo Englbert';'Gonsior';'Kolpingstrasse 196';'69429';'Waldbrunn';'t.gonsior@xyz.de';'';'06274/26006746';'454';'DE'
'Frau';'';'w';'Tanja';'Nötzold';'Gottfried-Keller-Strasse 114';'6112';'Doppleschwand';'';'';'044 244 4480';'61126';'CH'
'Frau';'';'w';'Adolfine';'Kallenbach-Eden';'Heimstrasse 196';'1228';'Plan-les-Ouates';'';'';'041 842 6101';'12284';'CH'
'Herr';'';'m';'Mert';'Breitling';'Lortzingstrasse 27';'40229';'Düsseldorf';'mertbreitling@live-mail.de';'';'';'75125';'DE'
'';'';'m';'Nic';'Stanzel';'Beatrixstrasse 197';'1594';'Gleina';'nstanzel@inter-mail.de';'';'02607/67812614';'55011';'DE'
'';'';'';'Harro';'Irion';'Wörther Strasse 152';'87561';'Oberstdorf';'harro_irion@company.de';'';'';'99445';'DE'
'Herr';'Dr.';'m';'Amadeus';'Prahl';'Acignéring 110';'8462';'Rheinau';'amadeus.72@web.ch';'';'062 912 3572';'84625';'CH'
'Frau';'';'w';'Ermenhild';'Eckhard';'Silcherweg 40';'31141';'Hildesheim';'ermenhild_eckhard@anymail.de';'';'';'65078';'DE'
'';'';'m';'Matthies';'Hub';'Neuhäuser Weg 149';'2739';'Eibau';'matthies.83@mymail.de';'';'09522/75112288';'43151';'DE'
'Frau';'';'w';'Silke';'Loges';'Nymweger Strasse 90';'6418';'Rothenthurm';'';'';'';'149218';'CH'
'Frau';'';'w';'Ivonne';'Götting';'Bärenbachstrasse 5';'7113';'Camuns';'ivonne_70@bestmail.ch';'';'';'16870';'CH'
'k.A.';'';'d';'Lioba';'Gierke';'Wiltrop 192';'65529';'Waldems';'liobagierke@trashmail.de';'';'06087/17022190';'149076';'DE'
'Herr';'';'m';'Othmar';'Oster';'Am Stollen 96';'74429';'Sulzbach-Laufen';'othmar.1993@justmail.de';'';'07976/60400091';'16563';'DE'
'Herr';'';'m';'Edelwald';'Klußmann';'Neustädter Strasse 150b';'7457';'Bivio';'edelwald_klussmann@quickmail.ch';'';'07935/83979629';'62481';'CH'
'Herr';'';'m';'Hildemar Hanno';'Reimann';'Hillscheider Weg 134';'61381';'Friedrichsdorf';'hildemarhannoreimann@ultramail.de';'';'06175/78882498';'7897';'DE'
'Herr';'';'m';'Sebastian';'Speicher';'Oberwaldstrasse 37';'4719';'Ramiswil';'';'';'062 497 6232';'94155';'CH'
'';'';'w';'Elise';'Rabenstein';'Wetzlarer Strasse 61';'52459';'Inden';'e.rabenstein@bestmail.de';'';'02465/76083475';'198097';'DE'
'Frau';'';'w';'Iris Mariola';'Pfaff';'Kanzlerstrasse 180';'29481';'Karwitz';'irismariola-pfaff@open-mail.de';'';'05861/18364056';'96353';'DE'
'k.A.';'';'d';'Gislind';'Kreutzmann';'An den Quellen 109';'39638';'Estedt';'gislind1987@validmail.de';'';'';'120640';'DE'
'Herr';'';'m';'Hermann Dietbert';'Bremer';'Pastorskamp 165';'6542';'Buseno';'hermanndietbert.bremer@open-mail.ch';'';'';'80853';'CH'
'Herr';'';'f';'Raphael Hansgünter';'Hoffmeyer';'Bunsenstrasse 75';'5621';'Zufikon';'rhoffmeyer@domain.ch';'';'';'38322';'CH'
'Herr';'';'m';'Heinzfried';'Greiser-Rosenberg';'Quirinusstrasse 176';'4552';'Borna';'h1981@live-mail.de';'';'08253/79053215';'127490';'DE'
'Frau';'';'w';'Alina';'Zoll';'Rheinhöhenweg 95';'63150';'Heusenstamm';'alinazoll@web.de';'';'06104/61182944';'2467';'DE'
'';'';'w';'Cathrin';'Göpel-Bergfeld';'Butterpfad 129';'78089';'Unterkirnach';'cathrin.goepel-bergfeld@goggle-mail.de';'';'07721/27668187';'2080';'DE'
'Herr';'';'m';'Arndt Severin';'Marquardt';'Finkenwieser Strasse 99b';'1189';'Dresden';'a1989@xyz.de';'';'08193/64536893';'61189';'DE'
'Frau';'';'w';'Marlies';'Feth';'Huppenbergstrasse 87';'1691';'Villarimboud';'marlies_feth@email.ch';'';'044 467 4329';'27086';'CH'
'Frau';'';'';'Angela Janine';'Mendel';'Beekenkamp 167';'87700';'Memmingen';'a_mendel@trashmail.de';'';'';'184184';'DE'
'';'';'m';'Gunter';'Schwing';'Werderstrasse 160b';'6314';'Neuägeri';'gschwing@inter-mail.ch';'';'032/7808742';'33718';'CH'
'Herr';'';'m';'Robin Ernstfried';'Ax';'Im Kappesgarten 130';'49751';'Sögel';'';'';'';'152233';'DE'
'Herr';'';'m';'Burghardt';'Vorndran-Hacker';'Kobbachstrasse 54b';'3154';'Rüschegg Heubach';'burghardtvorndran_hacker@validmail.ch';'';'045/5732921';'51720';'CH'
'';'';'m';'Wolrad Hansjoachim';'Conen';'Unkeler Strasse 20';'9366';'Niederdorf';'w-conen@live-mail.de';'';'';'173205';'DE'
'Herr';'';'f';'Isfried';'Höfs';'Witzelstrasse 190';'1877';'Bischofswerda';'';'';'05446/2950544';'33032';'DE'
'Herr';'';'m';'Tino';'Kokot';'Im Hofgarten 95';'17498';'Neuenkirchen';'';'';'03834/57736701';'18240';'DE'
'';'Dr. Dr.';'m';'Leif';'Westerhoff';'Rotweinstrasse 9';'2739';'Eibau';'l.88@domain.de';'';'06133/24313095';'115354';'DE'
'Herr';'';'m';'Jochen';'Hilscher';'Malberger Strasse 43';'8457';'Humlikon';'jochen.hilscher@justmail.ch';'';'';'36833';'CH'
'Herr';'';'m';'Sieghardt';'Wechsler';'Märchenweg 43';'4719';'Ramiswil';'sieghardt-wechsler@inter-mail.ch';'';'03831/89981761';'115161';'CH'
'';'';'w';'Simperta';'Gausmann-Brooks';'Hölderlinweg 157';'60528';'Frankfurt am Main';'simpertagausmann_brooks@bestmail.de';'';'069/20918655';'183259';'DE'
'';'';'d';'Friedwin';'Trott';'Neuenteich 153';'25938';'Wrixum';'friedwin_1980@inter-mail.de';'';'04681/79739600';'47289';'DE'
'';'';'w';'Reinhilde';'Stieler';'Grambker Heerstrasse 27';'21401';'Thomasburg';'reinhilde.stieler@ultramail.de';'';'';'103818';'DE'
'Frau';'';'w';'Rosemie';'Vocke';'Auf der Holl 68';'1691';'Villarimboud';'';'';'045683871';'87873';'CH'
'Frau';'';'w';'Ulrike';'Stiewe';'Am Hahn 29';'3173';'Oberwangen b. Bern';'ulrike_stiewe@live-mail.ch';'';'05751/48704581';'64781';'CH'
'Herr';'';'m';'Leonardo';'Kampa';'Uhuweg 102';'91459';'Markt Erlbach';'l_1989@quickmail.de';'';'09106/49184747';'157355';'DE'
'Frau';'';'w';'Thusnelda';'Meyn';'Westumer Strasse 74';'1536';'Combremont-le-Petit';'';'';'056/2943212';'56589';'CH'
'Frau';'';'w';'Linda Diane';'Wagemann';'Pierer Strasse 11';'89601';'Schelklingen';'lindadiane.wagemann@spam-mail.de';'';'07394/28112593';'9262';'DE'
'Herr';'';'m';'Willi';'Staab';'Bergwiese 30a';'1268';'Begnins';'willi-82@retromail.ch';'';'041 308 7286';'126854';'CH'
'Herr';'';'';'Veith';'Bentele';'Gusternhainer Strasse 73';'4552';'Borna';'veith_bentele@hoster.de';'';'05439/87917151';'158611';'DE'
'Frau';'';'w';'Senta';'Teske';'Auf dem Feldchen 18b';'57610';'Bachenberg';'';'';'02681/92034466';'55575';'DE'
'Frau';'';'w';'Annette Hildegardt';'Sandrock';'Carlstrasse 181';'40721';'Hilden';'';'';'';'91394';'DE'
'';'';'m';'Lenard';'Pereira-Richter';'Waldstrasse 18';'5623';'Boswil';'';'';'062 600 7474';'157735';'CH'
'Frau';'';'w';'Vreneli Heidegret';'Schleich';'Grimmeltstrasse 104';'3943';'Eischoll';'';'';'';'49417';'CH'
'Frau';'';'w';'Amy';'Fleischer';'Beulerweg 134';'54411';'Hermeskeil';'';'';'';'55608';'DE'
'Herr';'';'m';'Freimut';'Seite';'Am Hoverkamp 171';'55471';'Reich';'fseite@justmail.de';'';'06761/94637703';'126276';'DE'
'Frau';'';'w';'Lindemarie Adolfa';'Leonard';'Weidweg 111c';'8267';'Berlingen';'lindemarieadolfa1991@bestmail.ch';'';'';'82671';'CH'
'';'';'m';'Herwarth Diethmar';'Küspert';'Dianastrasse 173';'8523';'Plauen';'h.95@xyz.de';'';'';'14993';'DE'
'Herr';'';'m';'Janis';'Krenz';'Hanseneck 63';'4552';'Borna';'janis_1997@anymail.de';'';'';'95123';'DE'
'Herr';'';'m';'Gotthold';'Jahns';'Lindentalstrasse 97';'72411';'Bodelshausen';'gottholdjahns@live-mail.de';'';'07471/76355968';'80432';'DE'
'Frau';'';'w';'Deborah';'Möllenbeck';'Bünkamp 125';'1877';'Bischofswerda';'deborah_1970@domain.de';'';'';'16457';'DE'
'Frau';'';'w';'Nordrun-Elli';'Steimle';'Karlstrasse 184';'55758';'Sienhachenbach';'n_esteimle@domain.de';'';'';'57739';'DE'
'';'';'';'Ingunde';'Seelbach-Schittenhelm';'Stockhausener Strasse 91';'53518';'Leimbach';'i_1997@anymail.de';'';'02691/74842903';'59443';'DE'
'';'';'w';'Lotte';'Steding';'Falltorstrasse 47';'4552';'Borna';'lotte-1978@hoster.de';'';'07706/90048072';'104177';'DE'
'k.A.';'';'d';'Karl';'Nacke';'Am Sportfeld 17';'1682';'Dompierre VD';'k_nacke@company.ch';'';'041 672 3551';'16824';'CH'
'';'';'w';'Jasmin';'Ruiz';'Lukasstrasse 188';'31558';'Hagenburg';'';'';'05033/60329440';'93231';'DE'
'Herr';'';'m';'Arnfred';'Claassen';'Laurentiusstrasse 108';'3910';'Saas-Grund';'arnfred_claassen@trashmail.ch';'';'056/6235411';'39109';'CH'
'Frau';'';'f';'Irmingard';'Maute';'Im Mittelfeld 155';'38259';'Salzgitter';'';'';'05341/69296188';'88148';'DE'
'Herr';'';'m';'Markward';'Lind';'Im Neuen Garten 67';'56841';'Traben-Trarbach';'markward.lind@net-mail.de';'';'06541/53790991';'3106';'DE'
'';'';'';'Christoph';'Welter';'Bremen 30';'42389';'Wuppertal';'christoph.welter@net-mail.de';'';'';'172270';'DE'
'Herr';'';'m';'Klausjürgen';'Stollenwerk';'Wallrain 96';'4542';'Luterbach';'k-1993@private.ch';'';'069772799';'45422';'CH'
'Frau';'';'w';'Margareta';'Küstner';'In Witzerath 162';'4588';'Unterramsern';'';'';'066342309';'7602';'CH'
'Herr';'';'m';'Reginhardt';'Mall';'Weihergasse 102';'5442';'Fislisbach';'r94@private.ch';'';'056/1016968';'122269';'CH'
'Frau';'';'w';'Evelyn';'Kotzur-Hanusch';'Schenkstrasse 36';'6695';'Piano di Peccia';'ekotzurhanusch@goggle-mail.ch';'';'042757908';'102153';'CH'
'Herr';'';'m';'Meinhart';'Ahnert';'Bonkampstrasse 81';'54689';'Olmscheid';'meinhart-ahnert@trashmail.de';'';'06550/95645782';'4624';'DE'
'k.A.';'';'';'Adalbert Meinrad';'Wittke';'Hindenburgallee 18';'45881';'Gelsenkirchen';'adalbertmeinrad.wittke@hoster.de';'';'0209/50186248';'51926';'DE'
'Frau';'';'w';'Ewalda';'Bargmann';'Auf den Steinen 34';'25980';'Westerland';'e.1989@funmail.de';'';'04651/98769161';'45396';'DE'
'Frau';'';'w';'Rosalie';'Krannich-Heesen';'Kesselstrasse 195';'1691';'Villarimboud';'r_krannich_heesen@bestmail.ch';'';'';'34499';'CH'
'Herr';'';'m';'Melchior Gernod';'Kaczmarek';'Kaarster Strasse 192';'7639';'Weißenborn';'melchiorgernodkaczmarek@spam-mail.de';'';'05165/42137073';'169136';'DE'
'Frau';'';'w';'Werngard';'Berendes';'Kreuztaler Strasse 153';'64859';'Eppertshausen';'w.1973@mymail.de';'';'';'142815';'DE'
'Frau';'';'w';'Nina';'Lueg';'Steinbachweg 32';'6122';'Menznau';'';'';'044/4581034';'48197';'CH'
'Herr';'';'m';'Marvin';'Kowalewski';'Am alten Garten 164';'2558';'Aegerten';'';'';'062 706 2405';'46595';'CH'
'Herr';'';'m';'Burkhardt Reiner';'Schelle';'Grosser Ring 185';'08321';'Zschorlau';'b_schelle@bestmail.de';'';'03771/74994168';'69385';'DE'
'Frau';'';'w';'Jolantha';'Streit';'Im Ohl 97';'78269';'Volkertshausen';'jolantha-streit@hoster.de';'';'07774/67257321';'109597';'DE'
'Herr';'';'m';'Sönke';'Viessmann';'Antoniusstrasse 72';'65558';'Holzheim';'soenkeviessmann@funmail.de';'';'';'45857';'DE'
'Frau';'';'w';'Traudl Leopoldine';'Strothmann';'Werner-Rech-Strasse 4';'9434';'Krumhermersdorf';'traudlleopoldine-strothmann@spam-mail.de';'';'02563/96190780';'39434';'DE'
'Frau';'';'w';'Arnhild';'Hüning';'Dörpinghausen 199';'1691';'Villarimboud';'';'';'056/8013694';'58729';'CH'
'';'';'w';'Helma';'Moor';'Josef-Annegarn-Weg 120';'6418';'Rothenthurm';'';'';'068286729';'51972';'CH'
'Frau';'';'w';'Bringfriede';'Schulten-Sill';'Steinbergsweg 180';'4895';'Brottewitz';'b_1993@email.de';'';'06763/26543656';'60685';'DE'
'k.A.';'';'d';'Jana';'Ost';'Knappensiedlung 81';'8765';'Engi';'';'';'045/9093337';'56750';'CH'
'Herr';'Prof.';'';'Gunfried';'Eberhard';'Steinhausenstrasse 92';'66299';'Friedrichsthal';'gunfried-1996@anymail.de';'';'';'50321';'DE'
'k.A.';'';'d';'Remigius Thiemo';'Gau';'Hasselweg 143';'7424';'Dalin';'remigiusthiemo.1971@company.ch';'';'';'76114';'CH'
'Herr';'';'m';'Sigfrid';'Hertrich';'Logaer Weg 131';'7545';'Gera';'shertrich@bestmail.de';'';'03473/44859834';'97545';'DE'
'Herr';'';'m';'Liborius';'Vollmar';'Fuggerstrasse 112';'17089';'Golchen';'liboriusvollmar@validmail.de';'';'03965/53678195';'40514';'DE'
'';'Prof.';'m';'Herko';'Gemmer';'Ludwig-Schwamb-Strasse 77';'4552';'Borna';'';'';'07429/25214146';'56374';'DE'
'Frau';'';'w';'Marga';'Münzner';'Hunsberg 5';'1350';'Orbe';'marga-muenzner@trashmail.ch';'';'032/3823544';'135078';'CH'
'Frau';'';'';'Genia Yasmin';'Kerstan';'Stadtlohner Strasse 31';'54518';'Rivenich';'';'';'06571/37143817';'39353';'DE'
'Frau';'';'w';'Arabella';'Moog';'Cäcilienstrasse 113';'2739';'Eibau';'arabella.moog@domain.de';'';'06592/89756290';'84935';'DE'
'Frau';'';'w';'Edeltraut';'Schwaab';'Berghausener Strasse 164';'40591';'Düsseldorf';'e.schwaab@retromail.de';'';'0211/44004217';'46796';'DE'
'';'';'';'Luke';'Zindel';'Mehlbergstrasse 62';'6695';'Piano di Peccia';'luke-1984@bestmail.ch';'';'044 615 2132';'116376';'CH'
'Frau';'';'';'Ismene';'Schoof';'Stukenbergstrasse 49';'6746';'Nivo';'';'';'041924185';'2933';'CH'
'Frau';'';'w';'Delia Alheide';'Limberg';'Greimerstalweg 129';'6542';'Allstedt';'d_limberg@justmail.de';'';'05822/4881387';'92255';'DE'
'Herr';'';'m';'Nic';'Uphoff';'Vor dem Heldshahn 34';'56370';'Dörsdorf';'n.uphoff@open-mail.de';'';'06486/74475110';'77727';'DE'
'';'';'w';'Elena';'Biegel';'Am Sauerbrunnen 82';'4552';'Derendingen';'';'';'045/3349439';'47300';'CH'
'Herr';'';'m';'Weikhard';'Krafczyk';'Am Friedheimer See 163';'54610';'Büdesheim';'weikhard_krafczyk@xyz.de';'';'06558/63310927';'116939';'DE'
'Frau';'';'w';'Theresia';'Weidig';'Elzstrasse 87';'3764';'Weissenburg';'';'';'';'79082';'CH'
'Herr';'';'m';'Hansludwig Cordt';'Leupold-Seedorf';'Lübecker Strasse 174';'28209';'Bremen';'h.leupoldseedorf@quickmail.de';'';'0421/95651233';'90295';'DE'
'Herr';'';'m';'Torge';'Bredemeier';'Sommerburgstrasse 28';'4552';'Borna';'';'';'';'48026';'DE'
'';'';'w';'Burgel';'Queck';'In der Bitz 76';'56581';'Ehlscheid';'';'';'02634/78144283';'3490';'DE'
'Herr';'';'m';'Christhart';'Schümann-Weingarten';'Alte Landstrasse 154';'91468';'Gutenstetten';'christhart-schuemann-weingarten@live-mail.de';'';'09163/14573035';'6929';'DE'
'Frau';'';'w';'Ella';'Beer-Erb';'Genholter Strasse 10';'6122';'Menznau';'ebeer_erb@hoster.ch';'';'05659/63381530';'76371';'CH'
'Herr';'';'f';'Friedemann';'Schwager';'Lasdorfer Strasse 76';'5037';'Muhen';'friedemann.schwager@company.ch';'';'';'39182';'CH'
'Herr';'';'m';'René';'Winterhart';'Zum Wäldchen 161';'56459';'Mähren';'rene72@justmail.de';'';'06435/35505996';'76574';'DE'
'Frau';'';'w';'Wilja-Dorlinde';'Bergs-Heilmeier';'Witzelstrasse 29';'9512';'Rossrüti';'wilja-d_bergsheilmeier@goggle-mail.ch';'';'056/9177887';'177179';'CH'
'Frau';'';'w';'Fine Heidelies';'Speiser';'Burggrafstrasse 172';'5467';'Fisibach';'';'';'044/6237385';'56847';'CH'
'Frau';'';'w';'Gerritdina Emmi';'Kölzer';'Hannebacher Strasse 159';'7424';'Dalin';'';'';'062 866 4361';'4555';'CH'
'Frau';'';'w';'Heidelies';'Schaefer';'Auguststrasse 10';'66280';'Sulzbach';'heidelies_76@email.de';'';'06897/49412606';'76827';'DE'
'Frau';'Prof. Dr.';'w';'Irene';'Möhle';'Bahnweg 27';'5624';'Waldhäusern AG';'i.1971@live-mail.ch';'';'069392588';'382';'CH'
'Herr';'';'m';'Siegmund-Bruno';'Lischka';'Leopoldstrasse 100 c';'53539';'Gelenberg';'siegmund.b.lischka@inter-mail.de';'';'02692/13666530';'95831';'DE'
'Herr';'';'m';'Frederic';'Gehm';'Ulmbachstrasse 115';'1757';'Noréaz';'frederic-gehm@mymail.ch';'';'056/2021479';'31439';'CH'
'Herr';'';'m';'Wilbert';'Girke';'Kornkamp 37';'1691';'Villarimboud';'wilbert_1991@ultramail.ch';'';'';'96671';'CH'
'';'';'w';'Constanze';'Rosentreter';'Auricher Strasse 19';'4719';'Ramiswil';'';'';'041 815 6214';'98824';'CH'
'Herr';'';'m';'Quirin';'Kögler';'Wollinstrasse 105';'44629';'Herne';'quirin_koegler@quickmail.de';'';'02323/24278536';'140012';'DE'
'';'';'d';'Ambros Ottheinz';'Nguyen';'Arzbacher Strasse 6';'7424';'Dalin';'ambrosottheinz-93@private.ch';'';'041 344 4528';'20064';'CH'
'Frau';'';'w';'Maike';'Spreen';'Am Hammelberg 131';'6418';'Rothenthurm';'m_spreen@inter-mail.ch';'';'045/3551631';'33040';'CH'
'';'';'m';'Reimo';'Vick';'Kleinfeldstrasse 71';'4552';'Borna';'';'';'03542/77117069';'150669';'DE'
'Frau';'';'w';'Berngard';'Jung';'Münnigstücksweg 121';'25548';'Kellinghusen';'b.jung@company.de';'';'04822/44634701';'51525';'DE'
'Frau';'';'w';'Hilgrun';'Schöllhorn';'Jakobshof 119';'1908';'Riddes';'hilgrun_schoellhorn@trashmail.ch';'';'041 279 3178';'190874';'CH'
'Frau';'Prof. Dr.';'w';'Victoria';'Mucha';'Carl-Diem-Strasse 191';'74379';'Ingersheim';'vmucha@email.de';'';'07142/24365793';'161429';'DE'
'Frau';'';'w';'Desiree';'Köhnke';'Fritz-Winter-Strasse 33';'8415';'Gräslikon';'desiree.koehnke@email.ch';'';'056/6407272';'2339';'CH'
'Herr';'';'m';'Stanislaus';'Zerr-Biersack';'Gustavstrasse 67';'66571';'Eppelborn';'s.zerr-biersack@live-mail.de';'';'06827/4484486';'4597';'DE'
'';'';'m';'Nicholas Wilbrand';'Hedemann';'Angermunder Strasse 90';'8523';'Plauen';'';'';'04531/64552605';'59447';'DE'
'Frau';'';'w';'Svenja-Aleyna';'Ryll-Rust';'Starzend 125';'79798';'Jestetten';'svenjaaryll_rust@bestmail.de';'';'07745/34435917';'8926';'DE'
'Herr';'';'m';'Hansjörn Marlon';'Stapelfeldt';'Weierhof 111';'7639';'Weißenborn';'';'';'09227/74006134';'34595';'DE'
'Herr';'';'m';'Karlgünter';'Senioren';'Winterswyker Strasse 128';'42499';'Hückeswagen';'karlguenter-1973@web.de';'';'02192/91201138';'1202';'DE'
'Herr';'';'m';'Hansgerd Björn';'Klüber';'Schönblick 15';'09569';'Falkenau';'hansgerdbjoern.klueber@web.de';'';'03726/84682506';'167153';'DE'
'Frau';'';'w';'Herzlinde';'Ramos';'Waldescher Strasse 135';'29348';'Eschede';'herzlinde-ramos@xyz.de';'';'05142/54777144';'57720';'DE'
'Herr';'';'m';'Diemo';'Luttmann';'Horster Strasse 141';'6418';'Rothenthurm';'diemoluttmann@trashmail.ch';'';'07832/43049641';'45951';'CH'
'Frau';'';'w';'Hertha';'Steimle';'Im Nahrtal 128';'71111';'Waldenbuch';'herthasteimle@anymail.de';'';'07157/37238190';'70748';'DE'
'Herr';'';'m';'Ehrenreich Warnfried';'Weigold';'Weimarer Strasse 53';'72361';'Hausen am Tann';'e_weigold@domain.de';'';'07436/38835556';'50518';'DE'
'k.A.';'';'d';'Armin';'Willemsen-Lutzenberger';'Massener Hellweg 53';'9426';'Lutzenberg';'arminwillemsen_lutzenberger@trashmail.ch';'';'032/1989130';'71058';'CH'
'Frau';'';'w';'Karin Annedore';'Heide';'Deppengau 14';'1648';'Hauteville';'karinannedore74@company.ch';'';'045/6115642';'16480';'CH'
'Frau';'';'w';'Juli';'Löw-Mill';'Starweg 28';'53129';'Bonn';'juliloew-mill@retromail.de';'';'0228/29111513';'133952';'DE'
'Herr';'';'m';'Gerdfried Engelmar';'Borgert';'Rembrandtweg 165';'5621';'Zufikon';'gerdfriedengelmar73@spam-mail.ch';'';'044/7113483';'70717';'CH'
'Frau';'';'w';'Heidelind Sonnhilde';'Beger';'Schneckenhofengasse 20';'5453';'Remetschwil';'';'';'041 605 3209';'52194';'CH'
'Frau';'';'w';'Ansgard';'Borstel-Wildner';'Frankestrasse 86';'4557';'Horriwil';'ansgard1993@justmail.ch';'';'';'45579';'CH'
'Herr';'';'m';'Friedmut';'Oelschläger';'Niersstrasse 44';'56271';'Maroth';'friedmut_85@validmail.de';'';'02626/55435365';'184855';'DE'
'Frau';'';'w';'Angela Burgunda';'Riese';'Höven 43';'7424';'Dalin';'angelaburgundariese@hoster.ch';'';'056/1667511';'147259';'CH'
'';'';'m';'Walti';'Neudert';'Liebigstrasse 55';'4614';'Hägendorf';'w-neudert@anymail.ch';'';'062 875 5750';'1865';'CH'
'Frau';'Dr.';'w';'Ilsebärbel-Katarina';'Röth';'Ahornweg 21';'5618';'Bettwil';'';'';'';'14696';'CH'
'Herr';'';'m';'Inkmar';'Carls';'Aachener Strasse 141';'1903';'Collonges';'inkmar_1973@spam-mail.ch';'';'';'190366';'CH'
'Frau';'';'w';'Roslinde Chantalle';'Tiemann';'Am Römerlager 158';'5621';'Zufikon';'roslindechantalle.tiemann@mymail.ch';'';'';'2329';'CH'
'Frau';'';'w';'Marie';'Heiliger';'Helgolandstrasse 75';'91471';'Illesheim';'m_heiliger@net-mail.de';'';'09841/23487818';'4535';'DE'
'Frau';'';'w';'Sidonie';'Focken-Montgomery';'Schaftrift 157';'1877';'Bischofswerda';'';'';'04357/88994719';'123751';'DE'
'Frau';'';'w';'Wilja';'Butler';'Speestrasse 108';'5613';'Hilfikon';'wilja.butler@spam-mail.ch';'';'041 734 2141';'15284';'CH'
'Herr';'';'m';'Fred Hansgeorg';'Kloiber';'Queter 57';'1262';'Eysins';'fredhansgeorg.kloiber@trashmail.ch';'';'041 749 6600';'12624';'CH'
'Frau';'Dr.';'w';'Lene';'Steinfeld';'Bachaue 9';'26901';'Rastdorf';'lene-steinfeld@goggle-mail.de';'';'05956/66791533';'154112';'DE'
'Herr';'';'m';'Patrick';'Todt';'Wenzelstrasse 75';'2558';'Aegerten';'p78@hoster.ch';'';'041414464';'38863';'CH'
'Herr';'';'m';'Harro Christopher';'Said';'Ostpreussenweg 71 a';'7162';'Tavanasa';'';'';'062157276';'52532';'CH'
